PerformanceID,CampaignID,AdFormat,Impressions,Clicks,Cost,CampaignName,Objective,StartDate,EndDate,Budget,TargetGender,TargetAgeGroup,TargetInterests,AdPlatform,Company,CampaignDurationDays,CPM,CPC,CTR,CostPerDay,Year,Month,MonthNum
ADP-2808,CAMP-296,Image Ad,507451,196,3654.49,Summer Brand Awareness Campaign,Engagement,19/4/2024,11/5/2024,388919.21,Male,35-44,news,Facebook,WESCO International,22,7.2,18.6454,0.038624419,166.1132,2024,Apr,4
ADP-2809,CAMP-296,Story Ad,191682,1926,2031.37,Summer Brand Awareness Campaign,Engagement,19/4/2024,11/5/2024,388919.21,Male,35-44,news,Facebook,WESCO International,22,10.6,1.0547,1.004789182,92.335,2024,Apr,4
ADP-2810,CAMP-296,Carousel Ad,257837,1540,2656.46,Summer Brand Awareness Campaign,Engagement,19/4/2024,11/5/2024,388919.21,Male,35-44,news,Facebook,WESCO International,22,10.3,1.725,0.597276574,120.7482,2024,Apr,4
ADP-2811,CAMP-296,Image Ad,293850,1461,2190.97,Summer Brand Awareness Campaign,Engagement,19/4/2024,11/5/2024,388919.21,Male,35-44,news,Facebook,WESCO International,22,7.46,1.4996,0.497192445,99.5895,2024,Apr,4
ADP-2812,CAMP-296,Image Ad,206316,706,1700.27,Summer Brand Awareness Campaign,Engagement,19/4/2024,11/5/2024,388919.21,Male,35-44,news,Facebook,WESCO International,22,8.24,2.4083,0.342193528,77.285,2024,Apr,4
ADP-2813,CAMP-296,Carousel Ad,95977,792,1003.6,Summer Brand Awareness Campaign,Engagement,19/4/2024,11/5/2024,388919.21,Male,35-44,news,Facebook,WESCO International,22,10.46,1.2672,0.825197704,45.6182,2024,Apr,4
ADP-2814,CAMP-296,Carousel Ad,433903,196,4913.53,Summer Brand Awareness Campaign,Engagement,19/4/2024,11/5/2024,388919.21,Male,35-44,news,Facebook,WESCO International,22,11.32,25.069,0.045171386,223.3423,2024,Apr,4
ADP-2815,CAMP-296,Story Ad,161281,1298,1568.38,Summer Brand Awareness Campaign,Engagement,19/4/2024,11/5/2024,388919.21,Male,35-44,news,Facebook,WESCO International,22,9.72,1.2083,0.804806518,71.29,2024,Apr,4
ADP-2816,CAMP-297,Story Ad,132681,1567,2379.1,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,17.93,1.5183,1.18102818,52.8689,2024,Oct,10
ADP-2817,CAMP-297,Story Ad,176811,1214,3880.79,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.95,3.1967,0.686608865,86.2398,2024,Oct,10
ADP-2818,CAMP-297,Carousel Ad,164438,1167,3152.44,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,19.17,2.7013,0.709689974,70.0542,2024,Oct,10
ADP-2819,CAMP-297,Video Ad,76698,240,1720.06,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.43,7.1669,0.312915591,38.2236,2024,Oct,10
ADP-2820,CAMP-297,Video Ad,188757,516,4287.29,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.71,8.3087,0.273367345,95.2731,2024,Oct,10
ADP-2821,CAMP-297,Image Ad,230624,294,4898.56,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.24,16.6618,0.127480228,108.8569,2024,Oct,10
ADP-2822,CAMP-297,Video Ad,226675,1347,4873.32,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.5,3.6179,0.594242859,108.296,2024,Oct,10
ADP-2823,CAMP-297,Video Ad,131250,793,2988.86,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.77,3.7691,0.604190476,66.4191,2024,Oct,10
ADP-2824,CAMP-297,Video Ad,57249,1954,1421.13,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,24.82,0.7273,3.413160055,31.5807,2024,Oct,10
ADP-2825,CAMP-297,Story Ad,123862,1576,2138.96,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,17.27,1.3572,1.272383782,47.5324,2024,Oct,10
ADP-2826,CAMP-297,Video Ad,187195,988,3757.34,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,20.07,3.803,0.527791875,83.4964,2024,Oct,10
ADP-2827,CAMP-297,Story Ad,74935,1358,1578.68,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.07,1.1625,1.812237272,35.0818,2024,Oct,10
ADP-2828,CAMP-297,Video Ad,51071,403,1322.52,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,25.9,3.2817,0.789097531,29.3893,2024,Oct,10
ADP-2829,CAMP-297,Story Ad,103793,1445,1787.22,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,17.22,1.2368,1.392194079,39.716,2024,Oct,10
ADP-2830,CAMP-297,Video Ad,124118,1571,3095.78,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,24.94,1.9706,1.265730998,68.7951,2024,Oct,10
ADP-2831,CAMP-297,Carousel Ad,172427,978,3629.14,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.05,3.7108,0.567196553,80.6476,2024,Oct,10
ADP-2832,CAMP-297,Video Ad,139451,1874,3316.4,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,23.78,1.7697,1.343841206,73.6978,2024,Oct,10
ADP-2833,CAMP-297,Story Ad,235277,782,4716.31,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,20.05,6.0311,0.33237418,104.8069,2024,Oct,10
ADP-2834,CAMP-297,Story Ad,197676,1477,3894.78,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,19.7,2.637,0.747182258,86.5507,2024,Oct,10
ADP-2835,CAMP-297,Image Ad,207746,1148,3904.4,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,18.79,3.401,0.552597884,86.7644,2024,Oct,10
ADP-2836,CAMP-297,Video Ad,99289,1933,2469.98,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,24.88,1.2778,1.946842047,54.8884,2024,Oct,10
ADP-2837,CAMP-297,Image Ad,281234,660,4952.25,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,17.61,7.5034,0.234680017,110.05,2024,Oct,10
ADP-2838,CAMP-297,Video Ad,92846,1983,1892.84,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,20.39,0.9545,2.135794757,42.0631,2024,Oct,10
ADP-2839,CAMP-297,Image Ad,156334,1533,3441.3,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.01,2.2448,0.980592833,76.4733,2024,Oct,10
ADP-2840,CAMP-297,Video Ad,215268,1337,4878.1,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.66,3.6485,0.621086274,108.4022,2024,Oct,10
ADP-2841,CAMP-297,Story Ad,140431,1235,2416.59,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,17.21,1.9568,0.879435452,53.702,2024,Oct,10
ADP-2842,CAMP-297,Image Ad,211094,145,4649.44,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.03,32.0651,0.068689778,103.3209,2024,Oct,10
ADP-2843,CAMP-297,Image Ad,112347,1484,2431.97,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.65,1.6388,1.320907545,54.0438,2024,Oct,10
ADP-2844,CAMP-297,Carousel Ad,154921,1274,3226.02,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,20.82,2.5322,0.822354619,71.6893,2024,Oct,10
ADP-2845,CAMP-297,Carousel Ad,228157,460,4388.57,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,19.23,9.5404,0.201615554,97.5238,2024,Oct,10
ADP-2846,CAMP-297,Video Ad,46376,907,1055.81,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.77,1.1641,1.955752976,23.4624,2024,Oct,10
ADP-2847,CAMP-297,Carousel Ad,140467,1189,2798.66,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,19.92,2.3538,0.846462158,62.1924,2024,Oct,10
ADP-2848,CAMP-297,Video Ad,133974,1769,3140.81,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,23.44,1.7755,1.320405452,69.7958,2024,Oct,10
ADP-2849,CAMP-297,Story Ad,233084,771,4899.27,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.02,6.3544,0.330782036,108.8727,2024,Oct,10
ADP-2850,CAMP-297,Video Ad,155322,257,3474.57,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.37,13.5197,0.165462716,77.2127,2024,Oct,10
ADP-2851,CAMP-297,Image Ad,157210,703,2774.36,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,17.65,3.9465,0.447172572,61.6524,2024,Oct,10
ADP-2852,CAMP-297,Image Ad,236707,1340,4950.98,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,20.92,3.6948,0.566100707,110.0218,2024,Oct,10
ADP-2853,CAMP-297,Image Ad,175191,807,3217.22,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,18.36,3.9866,0.460640101,71.4938,2024,Oct,10
ADP-2854,CAMP-297,Video Ad,167177,975,3558.93,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.29,3.6502,0.583214198,79.0873,2024,Oct,10
ADP-2855,CAMP-297,Video Ad,202325,545,4273.71,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.12,7.8417,0.26936859,94.9713,2024,Oct,10
ADP-2856,CAMP-297,Image Ad,150999,1669,2853.79,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,18.9,1.7099,1.105305333,63.4176,2024,Oct,10
ADP-2857,CAMP-297,Story Ad,195688,316,4179.67,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,21.36,13.2268,0.161481542,92.8816,2024,Oct,10
ADP-2858,CAMP-297,Video Ad,184715,1698,3732.72,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,20.21,2.1983,0.919253986,82.9493,2024,Oct,10
ADP-2859,CAMP-297,Carousel Ad,56713,1866,1270.69,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,22.41,0.681,3.290250912,28.2376,2024,Oct,10
ADP-2860,CAMP-297,Story Ad,93633,208,1671.52,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,17.85,8.0362,0.222143902,37.1449,2024,Oct,10
ADP-2861,CAMP-297,Image Ad,197023,1502,3738.62,Q3 Sales Campaign,Lead Generation,23/10/2024,7/12/2024,139688.14,All,25-34,"health, sports",Instagram,Moody's,45,18.98,2.4891,0.762347543,83.0804,2024,Oct,10
ADP-2862,CAMP-298,Story Ad,195843,560,2695.97,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,13.77,4.8142,0.285943332,99.8507,2024,Mar,3
ADP-2863,CAMP-298,Image Ad,299136,1884,4562.86,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,15.25,2.4219,0.629813864,168.9948,2024,Mar,3
ADP-2864,CAMP-298,Carousel Ad,242168,1110,3471.58,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,14.34,3.1275,0.458359486,128.577,2024,Mar,3
ADP-2865,CAMP-298,Story Ad,119725,842,1561.07,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,13.04,1.854,0.703278346,57.8174,2024,Mar,3
ADP-2866,CAMP-298,Video Ad,119805,1805,1895.74,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,15.82,1.0503,1.506614916,70.2126,2024,Mar,3
ADP-2867,CAMP-298,Carousel Ad,230254,803,3476.15,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,15.1,4.329,0.348745299,128.7463,2024,Mar,3
ADP-2868,CAMP-298,Carousel Ad,228410,1647,4309.09,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,18.87,2.6163,0.721071757,159.5959,2024,Mar,3
ADP-2869,CAMP-298,Story Ad,319318,699,4595.63,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,14.39,6.5746,0.218904039,170.2085,2024,Mar,3
ADP-2870,CAMP-298,Image Ad,280644,560,4393.14,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,15.65,7.8449,0.199541056,162.7089,2024,Mar,3
ADP-2871,CAMP-298,Image Ad,192995,169,3186.52,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,16.51,18.8551,0.087567035,118.0193,2024,Mar,3
ADP-2872,CAMP-298,Carousel Ad,248487,217,4565.12,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,18.37,21.0374,0.087328512,169.0785,2024,Mar,3
ADP-2873,CAMP-298,Carousel Ad,65765,1315,1278.59,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,19.44,0.9723,1.99954383,47.3552,2024,Mar,3
ADP-2874,CAMP-298,Video Ad,140636,1233,2769.35,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,19.69,2.246,0.87673142,102.5685,2024,Mar,3
ADP-2875,CAMP-298,Carousel Ad,81049,1725,1294.77,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,15.98,0.7506,2.128342114,47.9544,2024,Mar,3
ADP-2876,CAMP-298,Carousel Ad,123252,610,2094.66,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,16.99,3.4339,0.494920975,77.58,2024,Mar,3
ADP-2877,CAMP-298,Image Ad,198033,1529,2955.34,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,14.92,1.9329,0.77209354,109.457,2024,Mar,3
ADP-2878,CAMP-298,Story Ad,273040,175,4510.56,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,16.52,25.7746,0.064093173,167.0578,2024,Mar,3
ADP-2879,CAMP-298,Carousel Ad,263696,1194,4420.39,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,16.76,3.7022,0.452794127,163.7181,2024,Mar,3
ADP-2880,CAMP-298,Carousel Ad,234126,1117,3777.88,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,16.14,3.3822,0.477093531,139.9215,2024,Mar,3
ADP-2881,CAMP-298,Carousel Ad,276895,931,4150.38,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,14.99,4.458,0.336228534,153.7178,2024,Mar,3
ADP-2882,CAMP-298,Story Ad,335053,1619,4440.74,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,13.25,2.7429,0.483207134,164.4719,2024,Mar,3
ADP-2883,CAMP-298,Image Ad,99919,652,1358.42,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,13.6,2.0835,0.652528548,50.3119,2024,Mar,3
ADP-2884,CAMP-298,Image Ad,201653,829,3423.84,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,16.98,4.1301,0.41110224,126.8089,2024,Mar,3
ADP-2885,CAMP-298,Image Ad,100071,911,1640.44,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,16.39,1.8007,0.910353649,60.757,2024,Mar,3
ADP-2886,CAMP-298,Story Ad,322685,523,3814.87,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,11.82,7.2942,0.162077568,141.2915,2024,Mar,3
ADP-2887,CAMP-298,Carousel Ad,110706,1098,2153.62,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,19.45,1.9614,0.991816162,79.7637,2024,Mar,3
ADP-2888,CAMP-298,Carousel Ad,154227,730,2608.28,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,16.91,3.573,0.473328276,96.603,2024,Mar,3
ADP-2889,CAMP-298,Carousel Ad,170472,1371,3105.61,Summer Lead Generation Campaign,Lead Generation,7/3/2024,3/4/2024,268690.19,Female,18-24,"sports, finance",Facebook,Evercore,27,18.22,2.2652,0.804237646,115.0226,2024,Mar,3
ADP-2890,CAMP-299,Image Ad,195917,1199,4211.8,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,21.5,3.5128,0.611993855,200.5619,2024,Jan,1
ADP-2891,CAMP-299,Image Ad,98941,1315,2113.08,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,21.36,1.6069,1.329074903,100.6229,2024,Jan,1
ADP-2892,CAMP-299,Carousel Ad,217011,1682,3928.08,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,18.1,2.3354,0.775075918,187.0514,2024,Jan,1
ADP-2893,CAMP-299,Carousel Ad,49406,948,1059.34,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,21.44,1.1174,1.918795288,50.4448,2024,Jan,1
ADP-2894,CAMP-299,Video Ad,146825,195,2970.63,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,20.23,15.234,0.13281117,141.4586,2024,Jan,1
ADP-2895,CAMP-299,Video Ad,64758,1358,1541.62,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,23.81,1.1352,2.097038204,73.4105,2024,Jan,1
ADP-2896,CAMP-299,Image Ad,198547,1699,4178.42,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,21.04,2.4593,0.855716782,198.9724,2024,Jan,1
ADP-2897,CAMP-299,Carousel Ad,77102,164,1375.15,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,17.84,8.3851,0.212705248,65.4833,2024,Jan,1
ADP-2898,CAMP-299,Video Ad,62125,751,1551.68,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,24.98,2.0662,1.208853119,73.8895,2024,Jan,1
ADP-2899,CAMP-299,Carousel Ad,127083,303,2391.26,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,18.82,7.8919,0.238426855,113.8695,2024,Jan,1
ADP-2900,CAMP-299,Video Ad,118517,866,2844.7,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,24,3.2849,0.730696862,135.4619,2024,Jan,1
ADP-2901,CAMP-299,Story Ad,150542,312,2978.38,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,19.78,9.5461,0.207251133,141.8276,2024,Jan,1
ADP-2902,CAMP-299,Story Ad,239158,812,4096.5,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,17.13,5.045,0.339524498,195.0714,2024,Jan,1
ADP-2903,CAMP-299,Carousel Ad,115480,946,2602.39,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,22.54,2.7509,0.81918947,123.9233,2024,Jan,1
ADP-2904,CAMP-299,Image Ad,102434,1445,2115.14,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,20.65,1.4638,1.410664428,100.721,2024,Jan,1
ADP-2905,CAMP-299,Image Ad,172761,1348,2931.51,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,16.97,2.1747,0.780268695,139.5957,2024,Jan,1
ADP-2906,CAMP-299,Carousel Ad,70871,837,1492.2,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,21.06,1.7828,1.181019035,71.0571,2024,Jan,1
ADP-2907,CAMP-299,Video Ad,48178,167,1143.78,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,23.74,6.849,0.346631242,54.4657,2024,Jan,1
ADP-2908,CAMP-299,Image Ad,95012,531,1884.76,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,19.84,3.5495,0.558876773,89.7505,2024,Jan,1
ADP-2909,CAMP-299,Story Ad,67041,1135,1373.27,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,20.48,1.2099,1.69299384,65.3938,2024,Jan,1
ADP-2910,CAMP-299,Story Ad,177217,1982,2688.25,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,15.17,1.3563,1.118402862,128.0119,2024,Jan,1
ADP-2911,CAMP-299,Image Ad,236483,401,4694.93,Summer Traffic Campaign,Lead Generation,31/1/2024,21/2/2024,322919.57,Female,35-44,"photography, fitness",Facebook,Moody's,21,19.85,11.7081,0.169568214,223.5681,2024,Jan,1
ADP-2912,CAMP-300,Carousel Ad,109208,184,2204.42,Winter Traffic Campaign,Engagement,16/10/2024,26/11/2024,281281.03,Female,25-34,"art, photography",Instagram,Puget Energy,41,20.19,11.9805,0.168485825,53.7663,2024,Oct,10
ADP-2913,CAMP-300,Story Ad,101929,783,1567.84,Winter Traffic Campaign,Engagement,16/10/2024,26/11/2024,281281.03,Female,25-34,"art, photography",Instagram,Puget Energy,41,15.38,2.0023,0.768181774,38.24,2024,Oct,10
ADP-2914,CAMP-300,Carousel Ad,68205,816,1219.42,Winter Traffic Campaign,Engagement,16/10/2024,26/11/2024,281281.03,Female,25-34,"art, photography",Instagram,Puget Energy,41,17.88,1.4944,1.196393226,29.742,2024,Oct,10
ADP-2915,CAMP-300,Story Ad,86483,317,1135.48,Winter Traffic Campaign,Engagement,16/10/2024,26/11/2024,281281.03,Female,25-34,"art, photography",Instagram,Puget Energy,41,13.13,3.582,0.366546026,27.6946,2024,Oct,10
ADP-2916,CAMP-300,Carousel Ad,154185,340,3149.7,Winter Traffic Campaign,Engagement,16/10/2024,26/11/2024,281281.03,Female,25-34,"art, photography",Instagram,Puget Energy,41,20.43,9.2638,0.220514317,76.822,2024,Oct,10
ADP-2917,CAMP-300,Story Ad,183878,277,3179.21,Winter Traffic Campaign,Engagement,16/10/2024,26/11/2024,281281.03,Female,25-34,"art, photography",Instagram,Puget Energy,41,17.29,11.4773,0.150643361,77.5417,2024,Oct,10
ADP-2918,CAMP-300,Image Ad,289210,584,4542.7,Winter Traffic Campaign,Engagement,16/10/2024,26/11/2024,281281.03,Female,25-34,"art, photography",Instagram,Puget Energy,41,15.71,7.7786,0.201929394,110.7976,2024,Oct,10
ADP-2919,CAMP-300,Video Ad,194626,366,3407.69,Winter Traffic Campaign,Engagement,16/10/2024,26/11/2024,281281.03,Female,25-34,"art, photography",Instagram,Puget Energy,41,17.51,9.3106,0.188052984,83.1144,2024,Oct,10
